Order_ID,Order_Date_ID,Delivery_Date_ID,Delivery_Days,Car_ID,Customer_ID,Region,Country,Dealer,Sales_Rep,Customer_Type,Order_Channel,Payment_Method,Discount_Pct,Final_Price_USD,Is_Certified_Pre_Owned,Mileage_At_Sale,Warranty_Years,Customer_Satisfaction_Score,Units_Sold
2069,20220930,20221018,18,CAR00554,CUST001048,Middle East,Saudi Arabia,BMW Riyadh,Chen Müller,Individual,Fleet Program,Lease,0.0,140300.0,False,0,4,4.6,1
2070,20221230,20230315,75,CAR01251,CUST000111,Europe,Switzerland,BMW Zürich,Maria Zhang,Individual,Auto Show Event,Bank Loan,1.89,82216.18,False,0,4,3.3,1
2071,20260129,20260523,114,CAR00385,CUST003408,North America,USA,BMW of Manhattan,David Andersson,Individual,Dealership Walk-in,Manufacturer Finance,4.17,79730.56,False,0,4,4.6,1
2072,20260408,20260424,16,CAR01305,CUST001937,North America,USA,Chicago M Motors,Nina Hassan,Individual,Dealership Walk-in,Cash,0.0,87600.0,False,0,4,4.7,1
2073,20231130,20240328,119,CAR01306,CUST003735,Rest of World,Brazil,BMW São Paulo,Karim Murphy,Individual,Online Configurator,Lease,0.52,170210.28,False,0,4,4.8,1
2074,20220822,20221020,59,CAR00166,CUST001746,North America,Canada,BMW Vancouver,Wei Khan,Individual,Online Configurator,Lease,4.76,124097.72,False,0,4,5.0,1
2075,20240331,20240524,54,CAR00397,CUST002178,Asia Pacific,South Korea,BMW Seoul Gangnam,Nina Tanaka,Individual,Online Configurator,Cash,7.12,133561.44,False,0,4,2.8,1
2076,20221202,20230222,82,CAR00262,CUST002488,Rest of World,South Africa,BMW Johannesburg,Liam Garcia,Certified Pre-Owned Trade-In,Dealership Walk-in,Bank Loan,2.93,125608.58,True,6685,4,4.4,1
2077,20240106,20240321,75,CAR01307,CUST002758,Middle East,Saudi Arabia,BMW Riyadh,Nina Cohen,Certified Pre-Owned Trade-In,Referral,Lease,5.68,74701.44,True,21104,4,4.7,1
2078,20230316,20230424,39,CAR01308,CUST001642,North America,USA,BMW of Miami,Tom Silva,Individual,Online Configurator,Manufacturer Finance,1.98,148402.28,False,0,4,5.0,1
2079,20221125,20230222,89,CAR01018,CUST002408,North America,Mexico,BMW Polanco,Karim Murphy,Corporate Fleet,Online Configurator,Manufacturer Finance,0.12,156112.44,False,0,4,4.3,1
2080,20250303,20250504,62,CAR00710,CUST003818,Middle East,Qatar,BMW Doha,Karim Cohen,Individual,Online Configurator,Bank Loan,0.0,136200.0,False,0,4,4.8,1
2081,20230902,20231031,59,CAR01309,CUST002630,Europe,Spain,BMW Madrid Norte,Wei Weber,Individual,Dealership Walk-in,Bank Loan,5.08,134406.72,False,0,4,4.5,1
2082,20230101,20230331,89,CAR01303,CUST001790,North America,Canada,BMW Vancouver,David Rossi,Certified Pre-Owned Trade-In,Online Configurator,Bank Loan,0.97,71697.72,True,20275,4,4.7,1
2083,20231209,20240330,112,CAR01310,CUST001739,Europe,Netherlands,BMW Amsterdam,Wei Weber,Individual,Referral,Bank Loan,4.06,115511.76,False,0,4,5.0,1
2084,20240302,20240608,98,CAR00069,CUST000116,North America,Mexico,BMW Guadalajara,Mia Müller,Individual,Referral,Lease,0.0,85800.0,False,0,4,4.5,1
2085,20250803,20250921,49,CAR00605,CUST001330,Europe,Spain,BMW Barcelona,Lucas Khan,Lease Return Buyout,Dealership Walk-in,Cash,1.67,148281.64,False,0,4,4.6,1
2086,20240828,20241126,90,CAR01311,CUST001126,Europe,Italy,BMW Roma,Emma Al-Farsi,Individual,Dealership Walk-in,Manufacturer Finance,1.92,77777.44,False,0,4,5.0,1
2087,20230207,20230418,70,CAR01312,CUST003455,North America,USA,South Bay BMW,David Rossi,Individual,Online Configurator,Bank Loan,1.21,77550.15,False,0,4,3.5,1
2088,20231228,20240408,102,CAR00186,CUST001043,Europe,France,BMW Lyon,Liam Garcia,Certified Pre-Owned Trade-In,Dealership Walk-in,Lease,0.55,85228.65,True,22277,4,5.0,1
2089,20230328,20230512,45,CAR00431,CUST001579,Europe,United Kingdom,BMW Manchester,Tom Tanaka,Individual,Online Configurator,Cash,0.03,86773.96,False,0,4,4.6,1
2090,20250804,20250830,26,CAR00743,CUST000425,Asia Pacific,Singapore,Performance Motors Singapore,Lucas Kim,Individual,Dealership Walk-in,Bank Loan,4.95,122519.45,False,0,4,4.9,1
2091,20231203,20240129,57,CAR00678,CUST001684,Asia Pacific,Singapore,Performance Motors Singapore,Nina Silva,Individual,Dealership Walk-in,Lease,2.79,158549.51,False,0,4,4.7,1
2092,20221119,20230130,72,CAR01240,CUST000249,Europe,Switzerland,BMW Zürich,Olivia Hassan,Individual,Dealership Walk-in,Lease,0.92,105421.12,False,0,4,4.1,1
2093,20260326,20260630,96,CAR00503,CUST000898,Rest of World,South Africa,BMW Johannesburg,Nina Tanaka,Individual,Referral,Manufacturer Finance,8.93,87973.62,False,0,4,5.0,1
2094,20230224,20230310,14,CAR00950,CUST003309,Middle East,UAE,BMW Abu Dhabi,David Andersson,Individual,Online Configurator,Bank Loan,0.0,92800.0,False,0,4,4.8,1
2095,20260103,20260130,27,CAR00301,CUST002273,Middle East,Qatar,BMW Doha,Karim Ivanov,Individual,Dealership Walk-in,Lease,7.66,114039.9,False,0,4,5.0,1
2096,20241212,20250111,30,CAR01313,CUST000232,North America,USA,BMW of Austin,Emma Al-Farsi,Individual,Dealership Walk-in,Manufacturer Finance,2.86,86260.32,False,0,4,4.3,1
2097,20220902,20220921,19,CAR01314,CUST003439,North America,Canada,BMW Toronto,Mia Müller,Individual,Dealership Walk-in,Lease,2.74,85102.5,False,0,4,4.5,1
2098,20250313,20250626,105,CAR01315,CUST000335,Asia Pacific,Australia,BMW Sydney,Tom Andersson,Individual,Dealership Walk-in,Lease,3.48,74030.84,False,0,4,5.0,1
2099,20250504,20250608,35,CAR00626,CUST000135,Europe,Germany,BMW Niederlassung München,Maria Zhang,Individual,Auto Show Event,Cash,3.78,137305.94,False,0,4,4.7,1
2100,20250430,20250722,83,CAR01241,CUST000311,Europe,France,BMW Paris Champs-Élysées,Elena Zhang,Individual,Dealership Walk-in,Bank Loan,0.98,86939.56,False,0,4,5.0,1
2101,20221123,20230112,50,CAR00224,CUST002705,Asia Pacific,Singapore,Performance Motors Singapore,Liam Garcia,Individual,Auto Show Event,Bank Loan,0.46,98743.68,False,0,4,4.6,1
2102,20250102,20250402,90,CAR00520,CUST002522,Asia Pacific,Singapore,Performance Motors Singapore,Anna Nakamura,Individual,Dealership Walk-in,Cash,1.99,79584.12,False,0,4,4.5,1
2103,20220324,20220627,95,CAR01264,CUST002226,Asia Pacific,Singapore,Performance Motors Singapore,Wei Murphy,Individual,Dealership Walk-in,Lease,1.17,108713.0,False,0,4,4.6,1
2104,20260425,20260606,42,CAR01316,CUST001794,North America,Mexico,BMW Guadalajara,David Andersson,Individual,Referral,Bank Loan,0.76,160967.28,False,0,4,5.0,1
2105,20230805,20231026,82,CAR01317,CUST002946,North America,USA,South Bay BMW,Felix Garcia,Individual,Online Configurator,Cash,1.05,189687.15,False,0,4,4.2,1
2106,20230720,20230930,72,CAR00150,CUST001580,Rest of World,Brazil,BMW São Paulo,Nina Silva,Individual,Dealership Walk-in,Bank Loan,1.63,91779.21,False,0,4,3.8,1
2107,20230705,20230930,87,CAR00613,CUST002632,Europe,Italy,BMW Roma,Wei Weber,Individual,Online Configurator,Bank Loan,3.21,88369.27,False,0,4,5.0,1
2108,20240411,20240704,84,CAR01318,CUST003014,Europe,France,BMW Lyon,Laura Silva,Individual,Referral,Lease,0.0,148900.0,False,0,4,5.0,1
2109,20230309,20230505,57,CAR00930,CUST001652,North America,Mexico,BMW Guadalajara,David Tanaka,Individual,Dealership Walk-in,Lease,0.0,87500.0,False,0,4,4.3,1
2110,20230612,20230822,71,CAR01319,CUST001863,North America,USA,Chicago M Motors,Nina Andersson,Individual,Online Configurator,Lease,1.48,87190.2,False,0,4,4.5,1
2111,20250325,20250415,21,CAR01320,CUST000695,North America,USA,Chicago M Motors,Elena Al-Farsi,Individual,Dealership Walk-in,Bank Loan,1.82,85711.14,False,0,4,5.0,1
2112,20251201,20260329,118,CAR01321,CUST001661,Asia Pacific,Singapore,Performance Motors Singapore,Tom Silva,Individual,Dealership Walk-in,Cash,4.83,118201.14,False,0,4,4.7,1
2113,20260103,20260311,67,CAR01322,CUST000844,Asia Pacific,South Korea,BMW Seoul Gangnam,Elena Ivanov,Certified Pre-Owned Trade-In,Dealership Walk-in,Manufacturer Finance,0.0,86900.0,True,28640,4,5.0,1
2114,20220506,20220707,62,CAR01323,CUST002797,North America,Mexico,BMW Guadalajara,Nina Cohen,Individual,Fleet Program,Bank Loan,0.69,122151.3,False,0,4,4.7,1
2115,20231006,20231208,63,CAR01324,CUST000325,Europe,Netherlands,BMW Amsterdam,Emma Al-Farsi,Individual,Dealership Walk-in,Bank Loan,4.51,99309.6,False,0,4,4.9,1
2116,20240901,20241204,94,CAR01250,CUST001301,North America,Mexico,BMW Guadalajara,David Rossi,Lease Return Buyout,Dealership Walk-in,Manufacturer Finance,1.86,120025.22,False,0,4,4.6,1
2117,20230215,20230412,56,CAR00431,CUST003269,Europe,Switzerland,BMW Zürich,Chen Müller,Lease Return Buyout,Dealership Walk-in,Bank Loan,3.04,82512.96,False,0,4,5.0,1
2118,20240306,20240607,93,CAR01325,CUST000979,North America,Canada,BMW Vancouver,Emma Al-Farsi,Individual,Fleet Program,Bank Loan,1.81,123523.02,False,0,4,5.0,1
2119,20231118,20240302,105,CAR01256,CUST003557,Asia Pacific,Australia,BMW Melbourne,Olivia Hassan,Lease Return Buyout,Dealership Walk-in,Manufacturer Finance,7.13,144598.59,False,0,4,4.4,1
2120,20240416,20240705,80,CAR00135,CUST003387,Asia Pacific,South Korea,BMW Seoul Gangnam,Karim Murphy,Individual,Online Configurator,Lease,4.7,65471.1,False,0,4,5.0,1
2121,20220909,20221109,61,CAR00537,CUST003445,Asia Pacific,South Korea,BMW Seoul Gangnam,Felix Dubois,Individual,Online Configurator,Lease,2.29,128488.65,False,0,4,4.0,1
2122,20240220,20240327,36,CAR01150,CUST000091,North America,Canada,BMW Toronto,Noah Andersson,Individual,Dealership Walk-in,Bank Loan,6.71,77897.15,False,0,4,4.9,1
2123,20220626,20220714,18,CAR00797,CUST003281,Asia Pacific,Singapore,Performance Motors Singapore,Tom Andersson,Individual,Dealership Walk-in,Bank Loan,0.0,88400.0,False,0,4,4.5,1
2124,20231111,20231125,14,CAR01326,CUST002487,North America,Canada,BMW Vancouver,Ravi Rossi,Individual,Dealership Walk-in,Bank Loan,3.46,83700.18,False,0,4,4.8,1
2125,20260624,20260905,73,CAR01327,CUST001011,North America,USA,BMW of Miami,Nina Silva,Lease Return Buyout,Online Configurator,Bank Loan,2.62,95237.64,False,0,4,4.3,1
2126,20230703,20230828,56,CAR01328,CUST000185,Europe,Italy,BMW Roma,Noah Zhang,Lease Return Buyout,Dealership Walk-in,Lease,2.5,122070.0,False,0,4,4.8,1
2127,20220214,20220510,85,CAR00125,CUST002250,Asia Pacific,Japan,BMW Tokyo Minato,Marco Müller,Individual,Fleet Program,Lease,3.76,85461.12,False,0,4,4.3,1
2128,20240421,20240709,79,CAR00101,CUST000490,North America,Mexico,BMW Polanco,David Kim,Individual,Dealership Walk-in,Cash,3.09,128018.11,False,0,4,4.6,1
2129,20230816,20230915,30,CAR01199,CUST002256,Asia Pacific,South Korea,BMW Seoul Gangnam,Daniel Silva,Individual,Dealership Walk-in,Lease,0.67,62975.22,False,0,4,4.8,1
2130,20220927,20221126,60,CAR00412,CUST000906,North America,Canada,BMW Toronto,Julia Kim,Individual,Dealership Walk-in,Lease,5.06,84211.78,False,0,4,4.4,1
2131,20220227,20220418,50,CAR01329,CUST002202,Europe,Netherlands,BMW Amsterdam,David Rossi,Individual,Online Configurator,Lease,0.0,87200.0,False,0,4,4.7,1
2132,20240724,20241008,76,CAR00137,CUST000945,Europe,United Kingdom,BMW Manchester,Julia Kim,Individual,Online Configurator,Bank Loan,1.05,79951.6,False,0,4,5.0,1
2133,20230908,20231107,60,CAR01092,CUST000285,Asia Pacific,Singapore,Performance Motors Singapore,Nina Tanaka,Individual,Online Configurator,Bank Loan,4.73,98985.53,False,0,4,4.9,1
2134,20241227,20250220,55,CAR01121,CUST002316,Middle East,Saudi Arabia,BMW Riyadh,Wei Weber,Individual,Referral,Cash,3.39,97672.71,False,0,4,5.0,1
2135,20230712,20231026,106,CAR00889,CUST001601,Asia Pacific,Australia,BMW Melbourne,Anna Nakamura,Individual,Dealership Walk-in,Lease,4.88,108056.32,False,0,4,5.0,1
2136,20230309,20230330,21,CAR01330,CUST002381,Europe,Switzerland,BMW Zürich,Maria Zhang,Individual,Dealership Walk-in,Bank Loan,3.15,130650.65,False,0,4,4.3,1
2137,20260115,20260506,111,CAR00932,CUST000088,Europe,Italy,BMW Roma,Elena Cohen,Individual,Online Configurator,Lease,4.6,72217.8,False,0,4,5.0,1
2138,20230724,20231102,101,CAR00717,CUST003676,Asia Pacific,South Korea,BMW Seoul Gangnam,Marco Müller,Individual,Auto Show Event,Lease,4.19,99642.4,False,0,4,4.4,1
2139,20241105,20250216,103,CAR00241,CUST000821,North America,Canada,BMW Toronto,Anna Nakamura,Lease Return Buyout,Dealership Walk-in,Cash,0.33,108839.64,False,0,4,4.6,1
2140,20250819,20251017,59,CAR00171,CUST003056,Europe,Germany,BMW Berlin Mitte,Felix Dubois,Individual,Dealership Walk-in,Manufacturer Finance,4.03,122553.69,False,0,4,4.4,1
2141,20251209,20260118,40,CAR01020,CUST002861,North America,Mexico,BMW Polanco,Julia Kim,Individual,Dealership Walk-in,Manufacturer Finance,4.32,69463.68,False,0,4,5.0,1
2142,20241213,20250124,42,CAR00486,CUST000090,North America,Mexico,BMW Polanco,Olivia Silva,Individual,Online Configurator,Manufacturer Finance,3.86,80469.18,False,0,4,4.2,1
2143,20240211,20240309,27,CAR01086,CUST003766,Asia Pacific,Australia,BMW Melbourne,Wei Khan,Individual,Referral,Lease,0.0,68300.0,False,0,4,4.4,1
2144,20220114,20220216,33,CAR00136,CUST001599,Middle East,UAE,BMW Abu Dhabi,Julia Cohen,Individual,Dealership Walk-in,Cash,0.0,85600.0,False,0,4,3.9,1
2145,20220930,20221211,72,CAR01151,CUST003285,Europe,Switzerland,BMW Zürich,Mia Müller,Individual,Auto Show Event,Cash,0.0,89800.0,False,0,4,5.0,1
2146,20250501,20250518,17,CAR00955,CUST002914,Europe,United Kingdom,Park Lane BMW London,Karim Cohen,Corporate Fleet,Dealership Walk-in,Cash,6.75,127472.75,False,0,4,4.3,1
2147,20260531,20260902,94,CAR01331,CUST000395,North America,Mexico,BMW Polanco,Julia Nakamura,Lease Return Buyout,Referral,Lease,3.24,87664.56,False,0,4,3.8,1
2148,20240602,20240928,118,CAR01332,CUST003837,North America,Mexico,BMW Guadalajara,Elena Zhang,Individual,Dealership Walk-in,Lease,4.67,112394.07,False,0,4,5.0,1
2149,20241008,20241222,75,CAR00363,CUST001339,Europe,United Kingdom,BMW Manchester,Karim Ivanov,Corporate Fleet,Dealership Walk-in,Bank Loan,1.78,82504.8,False,0,4,3.9,1
2150,20241208,20250213,67,CAR00636,CUST001694,Rest of World,Brazil,BMW São Paulo,Karim Ivanov,Lease Return Buyout,Online Configurator,Bank Loan,3.09,82373.5,False,0,4,4.1,1
2151,20250131,20250411,70,CAR01333,CUST003738,North America,Mexico,BMW Guadalajara,Noah Andersson,Lease Return Buyout,Online Configurator,Lease,5.34,79798.38,False,0,4,4.8,1
2152,20260502,20260730,89,CAR00504,CUST000239,Asia Pacific,Japan,BMW Tokyo Minato,Fatima Rossi,Individual,Dealership Walk-in,Bank Loan,0.0,122600.0,False,0,4,4.0,1
2153,20230706,20231028,114,CAR01334,CUST002926,Europe,Italy,BMW Roma,Felix Garcia,Individual,Dealership Walk-in,Bank Loan,6.06,72333.8,False,0,4,4.3,1
2154,20221001,20221022,21,CAR00613,CUST000513,North America,USA,BMW of Manhattan,Marco Schmidt,Individual,Fleet Program,Lease,4.92,83290.08,False,0,4,3.6,1
2155,20240521,20240803,74,CAR00121,CUST003869,North America,Canada,BMW Toronto,Laura Silva,Individual,Online Configurator,Lease,5.28,78049.28,False,0,4,5.0,1
2156,20250126,20250214,19,CAR01335,CUST002905,Asia Pacific,Australia,BMW Melbourne,Wei Kim,Corporate Fleet,Dealership Walk-in,Manufacturer Finance,2.96,136244.16,False,0,4,4.0,1
2157,20221215,20230401,107,CAR01336,CUST001931,Europe,Germany,BMW Stuttgart Zentrum,Nina Tanaka,Individual,Dealership Walk-in,Lease,0.83,67931.45,False,0,4,5.0,1
2158,20230514,20230612,29,CAR00186,CUST003028,Europe,Netherlands,BMW Amsterdam,Anna Nakamura,Individual,Online Configurator,Bank Loan,2.48,76943.28,False,0,4,4.4,1
2159,20230620,20231002,104,CAR00722,CUST002447,Rest of World,South Africa,BMW Johannesburg,Lucas Khan,Individual,Online Configurator,Lease,6.69,68396.23,False,0,4,5.0,1
2160,20230920,20231115,56,CAR01337,CUST002217,North America,Mexico,BMW Guadalajara,David Kim,Lease Return Buyout,Online Configurator,Lease,0.83,92228.1,False,0,4,4.6,1
2161,20240214,20240512,88,CAR00392,CUST002505,Europe,Germany,BMW Berlin Mitte,Liam Garcia,Individual,Auto Show Event,Manufacturer Finance,5.88,119250.04,False,0,4,4.5,1
2162,20220504,20220624,51,CAR00856,CUST002546,Asia Pacific,Japan,BMW Osaka,Karim Cohen,Individual,Online Configurator,Lease,0.0,89800.0,False,0,4,3.6,1
2163,20250306,20250422,47,CAR01137,CUST001636,North America,Mexico,BMW Polanco,Emma Al-Farsi,Individual,Online Configurator,Cash,2.81,91650.17,False,0,4,4.8,1
2164,20231022,20231202,41,CAR01338,CUST003159,North America,Canada,BMW Vancouver,Wei Kim,Individual,Referral,Lease,4.0,76320.0,False,0,4,4.6,1
2165,20220326,20220608,74,CAR00851,CUST000339,Europe,France,BMW Paris Champs-Élysées,Maria Zhang,Individual,Dealership Walk-in,Bank Loan,0.72,98882.88,False,0,4,4.4,1
2166,20250718,20251031,105,CAR00296,CUST002071,North America,USA,BMW of Miami,Wei Silva,Individual,Auto Show Event,Cash,3.08,117854.72,False,0,4,4.0,1
2167,20231016,20231108,23,CAR01339,CUST002193,North America,Mexico,BMW Polanco,Anna Weber,Individual,Online Configurator,Manufacturer Finance,2.82,155488.0,False,0,4,3.8,1
2168,20220815,20221017,63,CAR00672,CUST001039,North America,Mexico,BMW Guadalajara,Julia Cohen,Individual,Dealership Walk-in,Bank Loan,4.48,112522.56,False,0,4,4.3,1
2169,20220519,20220615,27,CAR01340,CUST002942,North America,Mexico,BMW Polanco,Olivia Silva,Individual,Dealership Walk-in,Bank Loan,0.8,97513.6,False,0,4,4.2,1
2170,20241114,20241217,33,CAR00710,CUST002481,Europe,United Kingdom,Park Lane BMW London,Karim Cohen,Lease Return Buyout,Dealership Walk-in,Bank Loan,0.0,117900.0,False,0,4,4.7,1
2171,20220112,20220429,107,CAR00724,CUST000537,Europe,Spain,BMW Barcelona,Olivia Hassan,Individual,Dealership Walk-in,Lease,3.66,73411.08,False,0,4,4.1,1
2172,20240724,20241022,90,CAR00355,CUST000402,Asia Pacific,China,BMW Beijing Chaoyang,Lucas Khan,Corporate Fleet,Auto Show Event,Cash,4.98,80481.94,False,0,4,5.0,1
2173,20231021,20240117,88,CAR00400,CUST001851,Europe,Switzerland,BMW Zürich,Wei Weber,Lease Return Buyout,Dealership Walk-in,Lease,2.41,130673.01,False,0,4,4.9,1
2174,20220219,20220428,68,CAR01341,CUST002788,Europe,Italy,BMW Roma,Mia Müller,Individual,Auto Show Event,Manufacturer Finance,2.45,78820.4,False,0,4,4.1,1
2175,20220622,20221015,115,CAR00852,CUST003270,Europe,Spain,BMW Barcelona,Noah Andersson,Individual,Referral,Bank Loan,0.0,119700.0,False,0,4,5.0,1
2176,20240322,20240509,48,CAR01342,CUST001624,Europe,United Kingdom,Park Lane BMW London,Elena Ivanov,Individual,Dealership Walk-in,Bank Loan,0.93,148406.86,False,0,4,4.6,1
2177,20231121,20240105,45,CAR00726,CUST003648,Rest of World,Brazil,BMW São Paulo,Nina Andersson,Individual,Dealership Walk-in,Manufacturer Finance,0.0,138900.0,False,0,4,4.6,1
2178,20230322,20230621,91,CAR00528,CUST001644,Europe,United Kingdom,BMW Manchester,Ahmed Cohen,Individual,Dealership Walk-in,Manufacturer Finance,2.22,81059.62,False,0,4,5.0,1
2179,20220716,20221111,118,CAR01343,CUST002670,Europe,France,BMW Paris Champs-Élysées,Omar Schmidt,Individual,Dealership Walk-in,Lease,4.01,76983.98,False,0,4,5.0,1
2180,20250115,20250330,74,CAR01344,CUST002422,Europe,Switzerland,BMW Zürich,Laura Nakamura,Individual,Auto Show Event,Bank Loan,1.15,156578.4,False,0,4,4.1,1
2181,20240612,20240912,92,CAR00349,CUST000510,North America,Canada,BMW Toronto,Laura Silva,Individual,Online Configurator,Manufacturer Finance,3.86,91717.56,False,0,4,4.6,1
2182,20230323,20230719,118,CAR01292,CUST002789,Europe,Germany,BMW Berlin Mitte,David Kim,Individual,Dealership Walk-in,Cash,1.76,121621.12,False,0,4,3.2,1
2183,20221119,20221231,42,CAR00510,CUST000149,North America,Mexico,BMW Guadalajara,Tom Tanaka,Individual,Dealership Walk-in,Manufacturer Finance,2.26,80244.54,False,0,4,4.9,1
2184,20250725,20251026,93,CAR01345,CUST001482,North America,Canada,BMW Vancouver,Laura Nakamura,Lease Return Buyout,Fleet Program,Lease,1.63,84204.72,False,0,4,4.8,1
2185,20220510,20220729,80,CAR00672,CUST002823,North America,Mexico,BMW Guadalajara,Elena Ivanov,Individual,Online Configurator,Lease,2.58,119047.24,False,0,4,4.9,1
2186,20240224,20240604,101,CAR01098,CUST003502,Rest of World,South Africa,BMW Johannesburg,Noah Andersson,Individual,Referral,Bank Loan,0.0,79900.0,False,0,4,4.5,1
2187,20231219,20240208,51,CAR01346,CUST001741,North America,Canada,BMW Vancouver,Elena Cohen,Individual,Online Configurator,Cash,3.58,136627.14,False,0,4,5.0,1
2188,20220128,20220421,83,CAR00419,CUST003704,Europe,Italy,BMW Roma,Nina Andersson,Lease Return Buyout,Online Configurator,Manufacturer Finance,3.1,82752.6,False,0,4,3.6,1
2189,20231213,20240122,40,CAR00903,CUST001807,Asia Pacific,China,BMW Beijing Chaoyang,Elena Cohen,Individual,Referral,Bank Loan,0.08,82633.84,False,0,4,4.8,1
2190,20250903,20251216,104,CAR00928,CUST003748,North America,Mexico,BMW Polanco,Ahmed Cohen,Individual,Online Configurator,Bank Loan,5.39,168595.02,False,0,4,3.9,1
2191,20230307,20230401,25,CAR00528,CUST001350,Europe,Germany,BMW Niederlassung München,Olivia Silva,Individual,Auto Show Event,Cash,1.57,85830.96,False,0,4,4.0,1
2192,20220906,20221025,49,CAR00672,CUST003628,North America,Mexico,BMW Polanco,Laura Nakamura,Individual,Dealership Walk-in,Cash,1.4,121080.8,False,0,4,4.3,1
2193,20260116,20260218,33,CAR01347,CUST001255,Europe,Spain,BMW Madrid Norte,Karim Murphy,Individual,Dealership Walk-in,Lease,3.84,125777.28,False,0,4,4.0,1
